Question	Answer	Source	Metadata
Canta el himno del Barça para mí	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Intenta cantar algo para nosotros	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Cantas?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que cantes una cancioncilla	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Cántate un villancico	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Cántate un rock	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Cántate una chirigota	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Cántate un corrido	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Cántate un reggaetón	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Cántate el himno del Madrid	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Cántate el himno del Barcelona	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Cántate el himno del Barça	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que cantes algo	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que cantes el himno del Madrid	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que cantes un rap	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Cántate una sevillanas	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que cantes una sevillanas	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que cantes flamenco	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que cantes rap	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que cantes un villancico	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que cantes una nana	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que cantes un rock	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que cantes una chirigota	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que cantes una jota	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que cantes un corrido	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Haz el favor de cantar conmigo	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que cantes una canción	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Canta el himno del Barça	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que me cantes	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que nos cantes	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que cantes	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Intenta cantar	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Canta una sevillanas	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Canta un rock	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Canta un corrido	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Canta un reggaetón	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Cántate rap	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Canta el himno del Barcelona	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Cántate flamenco	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Cántame una sevillanas	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Cántame rap	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Cántame un rock	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Cántame un corrido	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Cántame un reggaetón	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Cántame el himno del Madrid	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Cántame el himno del Barcelona	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Cántame el himno del Barça	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Cántate una canción	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que cantes el himno del Barcelona	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Canta el himno del Madrid	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Prueba a cantar una canción	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que nos cantes un villancico	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que nos cantes una nana	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que nos cantes un rock	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que nos cantes una chirigota	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que nos cantes una jota	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que nos cantes un corrido	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que nos cantes un reggaetón	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que nos cantes el himno del Madrid	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que nos cantes el himno del Barcelona	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que cantes un reggaetón	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Prueba a cantar algo	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que nos cantes una sevillanas	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Prueba a cantar un rap	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Prueba a cantar una cancioncilla	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Prueba a cantar una sevillanas	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Prueba a cantar flamenco	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Prueba a cantar rap	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Prueba a cantar un villancico	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Prueba a cantar una nana	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Prueba a cantar un rock	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Prueba a cantar una chirigota	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Prueba a cantar una jota	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que nos cantes el himno del Barça	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que me cantes una jota	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que cantes el himno del Barça	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que me cantes algo	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que me cantes una canción	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que me cantes un rap	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que me cantes una cancioncilla	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que me cantes una sevillanas	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que me cantes flamenco	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que me cantes rap	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que me cantes un villancico	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que me cantes una nana	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que nos cantes rap	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que me cantes una chirigota	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que nos cantes flamenco	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que me cantes un corrido	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que me cantes un reggaetón	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que me cantes el himno del Madrid	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que me cantes el himno del Barcelona	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que me cantes el himno del Barça	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que nos cantes algo	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que nos cantes una canción	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que nos cantes un rap	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que nos cantes una cancioncilla	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Haz el favor de cantar	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Que me cantes un rock	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Quiero que cantes para todos	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Quiero escucharte cantar algo	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Quiero oírte cantar una canción	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Por qué no cantas algo?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Por qué no te cantas algo?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Por qué no cantas una canción?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Quiero que cantes para nosotros	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Puedes cantarme?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Puedes cantar canciones?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Puedes cantarme una canción?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Eres una buena cantante?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Puedes cantarnos?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Quiero oírte cantar	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Te sabes alguna canción?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Te sabes canciones?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Qué canciones te sabes?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Qué canciones te gusta cantar?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Se te da bien cantar?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Dime si sabes cantar	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Dime si te gusta cantar	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Eres buena cantando?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Eres bueno cantando?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Haz el favor de cantar con nosotros	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Puedes cantarnos una canción?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Me puedes cantar una canción?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Cantate una canción	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Me cantas algo?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Nos cantas algo?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Me cantas?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Nos cantas?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Me cantas una canción?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Nos cantas una canción?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Sabes cantar?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Puedes cantar?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Quiero escucharte cantar una canción	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Me puedes cantar algo?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Quiero escucharte cantar	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Nos puedes cantar algo?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Nos puedes cantar una canción?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Me puedes cantar?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Nos puedes cantar?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Quiero que te cantes algo	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Quiero que me cantes una canción	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Quiero que nos cantes	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Quiero que nos cantes algo	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Quiero que nos cantes una canción	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Se te da bien el canto?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Te gusta cantar?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
¿Puedes tararear?	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Cántame un regetón	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Cántanos un regetón	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
Canta un trap	Na, na, nana, nana, nananá. Esto es todo lo que te puedo dar.	qna_chitchat_Friendly	editorial:chitchat
